Date,Headline
2020-01-27,"TradeStation Securities Now Supports Trading of Options on Bitcoin Futures from CME Group, Inc. and Bakkt Bitcoin (USD) from ICE "
2020-01-28,"Refundo Announces IRS and State Income Tax Refunds in Bitcoin Cash, Ethereum, and Ripple "
2020-01-28,Renowned Bitcoin promoters commend St. Kitts-Nevis government on advancing its financial services sector 
2020-01-28,"Publicly traded bitcoin miner Hut 8 announces pending CEO departure, reworked deal with hardware maker Bitfury "
2020-01-29,"Bitcoin (BTC) Red Alert Flashing, Is Leading Cryptocurrency Poised for Major Pullback? "
2020-01-29,Northampton drug supplier who set up Bitcoin-funded Fentanyl marketplace on the dark web jailed 
2020-01-29,"The Bitcoin Lightning Network Trust Chain Torch Arrives in Kenya After Nigeria, Namibia and Ghana "
2020-01-30,John McAfee: Bitcoin is the “True Shitcoin” and the “Hotmail of Crypto” 
2020-01-30,"Bitcoin Cash Sees no Blocks for 5 Hours, No Significant Backlog Due to Low Usage "
2020-01-30,Fidelity and Charles Schwab Copy Bitcoin's Fractional Trading Model To Attract Younger Market 
2020-01-31,Bitcoin Heads Into Historically Positive February on a Bullish Note 
2020-01-31,Bitcoin Cash (BCH) Miners Gaming the Network Amid Low Transaction Volume | BTCMANAGER 
2020-01-31,"Elon Musk’s Tesla Is ‘Bitcoin on Wheels’ and the Bubble Will Burst, Warns GLJ Research CEO "
2020-02-01,"$12 to $12K: The $100,000 Bitcoin Halving Is Just 100 Days Away "
2020-02-01,Portfolios With Bitcoin Allocation Outperform Traditional Investments 
2020-02-01,"Bitcoin $100K Bullrun Is Here, Say Crypto YouTubers as Price Eyes $10K "
2020-02-02,Crypto Community Thrilled to See Twitter Introduce a Bitcoin Emoji 
2020-02-02,"Twitter Adds Bitcoin Emoji, Jack Dorsey Suggests Unicode Does the Same "
2020-02-02,Bitcoin Surges Amid Coronavirus Outbreak; Can Blockchain Save Social Media? 
2020-02-03,Maxthon Announces World's First Bitcoin SV (BSV) Powered Internet & Blockchain Browser 
2020-02-03,‘This is not cool’: Elon Musk attacks Twitter over impersonators scamming bitcoin from followers 
2020-02-03,Twitter’s Bitcoin emoji sends BTC social media engagement through the roof as Jack Dorsey urges Unicode to make it official 
2020-02-04,Wealth Manager Makes Massive $8 Trillion Bitcoin Bet—But Adds A Serious Warning 
2020-02-04,BitPay CEO: Platform Will Support More Cryptocurrencies and Possibly Lightning Network 
2020-02-04,"XRP Bucks Crypto Market, Strategist Says Bitcoin (BTC) Must Hold This Line to Avoid Major Breakdown "
2020-02-05,"Pantera, Jack Dorsey’s Square join $14M round for crypto settlement startup Transparent Systems "
2020-02-05,Tesla’s surging stock is starting to remind Wall Street of bitcoin’s parabolic rally in 2017—here’s why 
2020-02-05,English High Court Recognizes Cryptoassets to be a Form of Property: Considerations Following AA v Persons Unknown 
2020-02-06,"XRP Has Outperformed Bitcoin in 2020, Ripple CEO Answers Mike Novogratz on His Skepticism "
2020-02-06,Bitcoin IRA™ Reports 11.6% Average Net Return For Self-Directed Investors In The First Month Of 2020 
2020-02-06,"Bitcoin (BTC) and Tesla Are World’s Most Significant Disruptive Technologies, Says Bloomberg Analyst ... "
2020-02-07,PawnHub.io Becomes Hong Kong's First Fully Licensed Crypto Lender 
2020-02-07,"Tesla looks like bitcoin and there's one way to benefit, trader says "
2020-02-07,"Bitcoin Touching $10K As Altcoins Surge Double-Digits, 2017 Again? The Crypto Weekly Market Update "
2020-02-08,Truth About Crypto Price Correlation: How Closely Does ETH Follow BTC? 
2020-02-08,"Bitcoin Smashes Through $10,000 As Bull Run Suddenly Accelerates—Here’s Why "
2020-02-08,Bitcoin’s Fundamentals Grow Bullish as the Crypto Nears Major Bull Territory 
2020-02-09,London-Based Cryptocurrency Exchange LBX Faces Compulsory Liquidation 
2020-02-09,VanEck Report: Holding 3% Bitcoin In Your Portfolio Improves Performance Substantially 
2020-02-09,"Bitcoin (BTC) Targeting $300,000 in New Market Cycle, Predicts Cryptocurrency Strategist Joe Saz "
2020-02-10,"Bitcoin Falls $300 in Seconds, Back Below $10,000 But Analysts Are Still Bullish "
2020-02-10,Cryptocurrency Adoption: How Businesses Are Adapting to the Blockchain Revolution 
2020-02-10,"Bitcoin Whale Puts Crypto Traders on Alert, Warns ‘Phantom Money’ Pushing Price of BTC "
2020-02-11,"Bitmain, Ebang, Canaan, and MicroBT to Cement Control over Bitcoin Mining Market in 2020 "
2020-02-11,"Central Bank Digital Currencies Are Good for Bitcoin, Barry Silbert Says By Cointelegraph "
2020-02-11,"Bitcoin, Gold and Dollars Look Safe for Investors as Coronavirus Deaths in China Top 1,000 "
2020-02-12,"$11K Bitcoin Breakout Could Be Imminent, According To Technical Pattern Indicator "
2020-02-12,"She Pulled Off World's Biggest Crypto Scam, Stole Rs 28,500 Crore With Fake 'OneCoin' "
2020-02-12,"Bath Township man ran service that laundered $311 million in bitcoin for darknet transactions, feds say "
2020-02-13,"Bitcoin.com Launches Mint, a Token Creation Platform Set to Ignite a Whole New Ecosystem "
2020-02-13,Akron man accused of laundering $311 million in bitcoins through ‘Google of the dark net’ 
2020-02-13,Is the Current Bullish Phase of Bitcoin Sustainable or Should Investors Prepare for Another Bust? 
2020-02-14,Atlanta data storage and Bitcoin mining company files Chapter 11 - Atlanta Business Chronicle 
2020-02-14,"Big Money Bets on Bitcoin (BTC) and Blockchain As $200,000,000 Crypto Venture Fund Reportedly Takes Off "
2020-02-14,Bitcoin Failed To Break The Crucial 2019 Resistance Line: How Low Can It Drop From Here? BTC Price Analysis & Overview 
2020-02-15,Craig Wright: BTC and BCH are using Bitcoin database illegally 
2020-02-15,Should you Buy Bitcoin on Fridays and Sell on Mondays? | Bitcoinist.com 
2020-02-15,"Don’t Underestimate Ethereum’s (ETH) Ability to Outperform Bitcoin (BTC), Warns Top Crypto Stra... "
2020-02-16,"The CIA Secretly Owned Crypto AG, Did They Secretly Create Bitcoin? (Opinion) "
2020-02-16,"A big Bitfinex Bitcoin whale is anticipating a severe correction, will he be right? "
2020-02-16,"Bitcoin Frenzy Could Drive BTC to All-Time High by May, With Ethereum and EOS Top Crypto Contenders: Mike N... "
2020-02-17,Does Correlation Between Bitcoin Price and Altcoins Mean Buy the Dips? 
2020-02-17,New email scheme threatens to get websites kicked off Google AdSense unless they pay bitcoin 
2020-02-17,"Bitcoin Price Analysis: Despite The Correction, BTC’s Showing Strength But Still In Danger. $9000 Or $10K Next? "
2020-02-18,The Golden Cross Is Here: The Last Time This Happened Bitcoin Price Surged 165% In 2 Months 
2020-02-18,Palestinian militant groups appeal for Bitcoin donations to promote jihad | FDD's Long War Journal 
2020-02-18,Erik Voorhees: Within Five Years There Will Be a Major Financial Meltdown and Crypto Will Be Ready 
2020-02-19,Coinbase: First Crypto Company to Become an Official Visa Principal Member | BTCMANAGER 
2020-02-19,Layer1 Opens its First Bitcoin Mining Factory; Brings Multiple Megawatt Containers Online in Texas 
2020-02-19,Bitcoin's Guardian Angel: Inside Coinbase Billionaire Brian Armstrong's Plan To Make Crypto Safe For All 
2020-02-20,"Bitcoin's Lightning Network Is Growing 'Increasingly Centralized,' Researchers Find "
2020-02-20,Bitcoin IRA™ Announces Live Webinar Event Highlighting Top Advantages of Crypto IRAs in 2020 
2020-02-20,Bitcoin (BTC) Whale Signal Suggests Richest Crypto Holders in Existence Betting on Seismic Market Shift: Kr... 
2020-02-21,Bitcoin To Reach New ATH In 2020 Following A Massive Sell-off: YouTuber MMCrypto Trader’s Digest 
2020-02-21,"According to this analyst, the catalyst behind Tesla’s rally may also fuel a massive Bitcoin uptrend "
2020-02-21,Billion-Dollar Crypto Trader Warns Bitcoin (BTC) and Ethereum (ETH) Boom in 2020 Has Him Feeling Nervous 
2020-02-22,Drug dealer loses $60 million in Bitcoin when landlord unwittingly tosses codes 
2020-02-22,This Chinese Whale Lost $45 Million in Bitcoin and BCH Overnight: How it Happened 
2020-02-22,Drug dealer loses £46m bitcoin fortune after misplacing fishing rods hiding codes 
2020-02-23,"Crypto Bull Run Could Last 1,000 Days, As 2020 Becomes “Best Average Year” for Bitcoin "
2020-02-23,Kinahan Cartel drug dealer who lost €54m bitcoin pictured as CAB files reveal he blames ‘cannabis add... 
2020-02-23,Blockchain Tech Popularized by Bitcoin and Ether Is Rewriting Global Finance and Changing Payments Industry... 
2020-02-24,"Bitcoin, Ether, and XRP Weekly Market Update February 24, 2020 | BTCMANAGER "
2020-02-24,"Warren Buffett on Berkshire Hathaway’s Stock Buybacks, Apple, Bitcoin, and More "
2020-02-24,"Crypto Groups Worldwide Top 1.8 Million Members, Seattle Preps for ‘Bitcoin Socratic Seminar’ "
2020-02-25,Bitcoin Halving Mentions in Crypto Media Correlate With Bullish 2020 Price Action 
2020-02-25,"An “OG” Bitcoin holder shilled an altcoin a conference, and nobody is all too pleased "
2020-02-25,Boerse Stuttgart Lists the First Short Bitcoin (SBTC) Tracking Exchange Traded Product from 21Shares 
2020-02-26,"Bitcoin Is Reaching for Stars This Year, Crypto Sports Betting Market Follows Suit "
2020-02-26,Value Investor Bill Miller Talks About Amazon And Bitcoin At Forbes/SHOOK Top Advisor Summit 
2020-02-26,Stronger Than Bitcoin (BTC)? New Research Shows Ethereum (ETH) Emerging As Hedge Against Economic Uncertainty 
2020-02-27,Half of Cash App’s Revenue Now Comes From Bitcoin 
2020-02-28,Exclusive: Leak Reveals Surprising Reason Major Bitcoin Exchange Luno Is Adding Ripple’s XRP 
2020-02-28,"Courts Will Begin Seizing Bitcoin This Year Without Using Private Keys, According to Craig Wright "
2020-02-28,"Bitcoin Price Analysis: BTC Struggles To Maintain Critical Support Level, Drop To $8000 Very Soon? "
2020-02-29,‘You OK Boomer?’ Gold Sees Biggest Loss Since 2013 as Bitcoin Steadies 
2020-02-29,Peter Thiel-Backed Startup Says Texas Is the Best Place to Mine Bitcoin 
2020-02-29,"Veteran Trader Who Predicted Bitcoin (BTC) Rise to $100,000 Issues Painful Update to Cryptocurrency Investors "
2020-03-01,Bitcoin using more electricity per transaction than a British household in two months 
2020-03-01,MTV Airs Only the Negative Parts of Crypto Youtuber 'Ya Girl' Rachel Siegel's Bitcoin Analysis 
2020-03-01,Ex beekeeper who lost €54m in bitcoin after he was caught running grow houses gets open prison boot over m... 
2020-03-02,"Jimmy Nguyen: 'There are real businesses, building real projects' with Bitcoin SV "
2020-03-02,"A 300 Bitcoin Sell-Order on Binance Drops Price by $100, Sparking Liquidity Fears "
2020-03-02,"Owning One Bitcoin (BTC) Will Soon Be Out of Reach for 99.8% of World’s Population, Says Morgan Creek... "
2020-03-03,Bitcoin Bull Anthony Pompliano Says Ethereum (ETH) Is ‘No Different Than Fiat Currency’ 
2020-03-03,"Crypto Whale Moves $129,279,907 Bitcoin (BTC) Fortune As Ripple Moves $16,351,050 in XRP "
2020-03-03,"What do Jeff Bezos, Bills Gates, Mark Zuckerberg and Warren Buffett think of crypto and blockchain? "
2020-03-04,Crypto Taxes a ‘Nightmare' — Congress Hears the Latest on Blockchain for Small Business 
2020-03-04,Elon Musk Just Sent The ‘Best’ Cryptocurrency And ‘Prank’ Bitcoin Rival Sharply Higher—Here’s Why 
2020-03-04,"Better late than never: In lifting crypto ban, India finally takes its first step into the financial future "
2020-03-05,Bitcoin price surges and exchanges crash as India lifts two-year cryptocurrency ban 
2020-03-05,Bitcoin IRA™ Reveals Data Highlighting Strong Demand For Cryptocurrency IRAs In 2020 
2020-03-05,Bitcoin Legal in India: Exchanges Resume INR Banking Service After Supreme Court Verdict Allows Cryptocurrency 
2020-03-06,Interlay Receives Web3 Foundation Grant for Bridging Bitcoin to Polkadot 
2020-03-06,"Bitcoin Kiosks Top 7,000 Worldwide As Traditional ATM Operators Eye BTC Market "
2020-03-06,Bitcoin Cash Community Supports Greater Privacy by Donating Over 100 BCH to Cashfusion Fundraiser 
2020-03-07,Altered Carbon reduces cryptocurrency to black market payment option 
2020-03-07,Bitcoin Slips Under $9K but Don’t Panic Until This Price Level Breaks 
2020-03-07,"Steem Scandal, Blockchain Voting Fiasco & More: Bad Crypto News of the Week "
2020-03-08,Industry Execs Claim Freshly Minted 'Virgin Bitcoins' Fetch 20% Premium 
2020-03-08,Who Is Satoshi Nakamoto? An Introduction to Bitcoin's Mysterious Founder 
2020-03-08,"Bitcoin Price Analysis: BTC Trading In A Tight Range, Huge Move Coming Up Soon? "
2020-03-09,Bitcoin Not Invulnerable; Cryptocurrency Drops Near 2020’s Low Following Oil Price War 
2020-03-09,Newly-Launched Bitcoin.com Lottery Unlocks Global Lotteries Through Cryptocurrency Payments 
2020-03-09,Veteran Trader Buys Bitcoin (BTC) and Sets the Stop Tight As Leading Cryptocurrency Hits ‘The Red Cir... 
2020-03-10,Bitcoin Price Forecast: Reversal Pattern May Press BTC/USD to Multi-Month Low 
2020-03-10,"Bitcoin Price and Gold React to Global Panic, BTC Hardly Manages to Reach $8000 Today "
2020-03-10,‘The Simpsons’ Correctly Called President Trump—Did It Just Predict When Bitcoin Will Go Mainstream? 
2020-03-11,Bitcoin Options Trading Volume Records New All-Time High Amid The BTC Price Plunge 
2020-03-11,Analyst Issues Alert on Bizarre Bitcoin (BTC) and Crypto Price Action Amid ‘Black Swan’ Event 
2020-03-11,"Mysterious Bitcoin Analyst PlanB Reveals Ties to Billion-Dollar Investment Team, Explains Controversial $10... "
2020-03-12,Crypto OTC desks see activity surge as bitcoin's price plunges alongside global markets 
2020-03-12,Bitcoin Broke Down The Critical Support Line From 2015: What’s Next? BTC Price Analysis (UPDATED) 
2020-03-12,"Crypto Carnage Wipes Out 2020 Gains For Bitcoin, Ethereum, Ripple’s XRP, Litecoin, And Bitcoin Cash "
2020-03-13,Recent Bitcoin Price Action Isn't Radical According to Serious Valuation Models 
2020-03-13,"Crypto Price Analysis & Overview March 13: Bitcoin, Ethereum, Ripple, Litecoin, and Tezos "
2020-03-13,"Bitcoin, Ethereum, And Other Cryptocurrency Lose Billions Of Dollars In Value In Massive, Rapid Crash "
2020-03-14,"Market Update: Cryptocurrency Market Cap Sheds $90B, Margin Calls Spike, Futures Slide "
2020-03-14,"Recent Increase in Decentralized Finance, or DeFi, Lending ""Exponentially Exacerbated"" Bitcoin and "
2020-03-14,U.S. Blockchain Entrepreneurs Support Crypto-Currency Act Of 2020 Despite Pressure From D.C. Lobbyists 
2020-03-15,5 Reasons Why Bitcoin Price Crashed Amid The Coronavirus Financial Crisis 
2020-03-15,"Crypto Carnage, Fears of $1,000 BTC, MakerDAO Crisis: Hodler’s Digest, Mar. 9"
2020-03-15,"These Online Stores Will Sell You Masks, Gloves, Emergency Items for Cryptocurrency "
2020-03-16,"No Haven Safe: Silver, Gold and Other Precious Metals Nosedive Alongside Bitcoin "
2020-03-16,Sending Cash to Friends and Family Through Bitcoin ATMs Is Safer Than Crowding Bank Offices During Pandemic 
2020-03-16,ProBit Exchange Now Top 5 Korean Crypto Exchange with Trade Mining Rebates Ahead of Official Crypto Legalization | BTCMANAGER 
2020-03-17,The Heavyweights of Bitcoin Tax Calculators: Tools every Crypto Trader Must Have 
2020-03-17,"Atlanta-based Cryptocurrency Startup Bakkt Announces $300M Series B, Consumer App "
